,EMOJI_ALIAS_UNICODE,emoji,VEC_TO_CAT,seq_clean_text
3303,:om_symbol:,🕉,activity,"['om', 'symbol']"
3304,:on:,🔛,place,['on']
3305,:book:,📖,thing,['book']
3306,:unlock:,🔓,thing,['unlock']
3307,:mailbox_with_no_mail:,📭,person,"['mailbox', 'with', 'no', 'mail']"
3308,:mailbox_with_mail:,📬,person,"['mailbox', 'with', 'mail']"
3309,:ophiuchus:,⛎,thing,['ophiuchus']
3310,:cd:,💿,thing,['cd']
3311,:tada:,🎉,thing,['tada']
3312,:feet:,🐾,time,['feet']
3313,:walking:,🚶,person,['walking']
3314,:pencil2:,✏,person,['pencil']
3315,:pensive:,😔,mood,['pensive']
3316,:persevere:,😣,thing,['persevere']
3317,:bow:,🙇,place,['bow']
3318,:raised_hands:,🙌,time,"['raised', 'hands']"
3319,:person_with_ball:,⛹,person,"['person', 'with', 'ball']"
3320,:person_with_blond_hair:,👱,person,"['person', 'with', 'blond', 'hair']"
3321,:pray:,🙏,thing,['pray']
3322,:person_with_pouting_face:,🙎,person,"['person', 'with', 'pouting', 'face']"
3323,:computer:,💻,person,['computer']
3324,:pig2:,🐖,person,['pig']
3325,:hankey:,💩,thing,['hankey']
3326,:poop:,💩,thing,['poop']
3327,:shit:,💩,thing,['shit']
3328,:bamboo:,🎍,thing,['bamboo']
3329,:pisces:,♓,thing,['pisces']
3330,:gun:,🔫,person,['gun']
3331,:black_joker:,🃏,person,"['black', 'joker']"
3332,:rotating_light:,🚨,time,"['rotating', 'light']"
3333,:cop:,👮,person,['cop']
3334,:stew:,🍲,mood,['stew']
3335,:pouch:,👝,person,['pouch']
3336,:pouting_cat:,😾,thing,"['pouting', 'cat']"
3337,:rage:,😡,mood,['rage']
3338,:put_litter_in_its_place:,🚮,place,"['put', 'litter', 'in', 'its', 'place']"
3339,:rabbit2:,🐇,person,['rabbit']
3340,:racing_motorcycle:,🏍,person,"['racing', 'motorcycle']"
3341,:radioactive_sign:,☢,thing,"['radioactive', 'sign']"
