,EMOJI_ALIAS_UNICODE,emoji,VEC_TO_CAT,seq_clean_text
429,:baseball:,⚾,thing,['baseball']
430,:basket:,🧺,time,['basket']
431,:basketball:,🏀,thing,['basketball']
432,:bat:,🦇,person,['bat']
433,:bathtub:,🛁,place,['bathtub']
434,:battery:,🔋,time,['battery']
435,:beach_with_umbrella:,🏖,place,"['beach', 'with', 'umbrella']"
436,:beaming_face_with_smiling_eyes:,😁,mood,"['beaming', 'face', 'with', 'smiling', 'eyes']"
437,:bear_face:,🐻,person,"['bear', 'face']"
438,:bearded_person:,🧔,person,"['bearded', 'person']"
439,:bearded_person_dark_skin_tone:,🧔🏿,person,"['bearded', 'person']"
440,:bearded_person_light_skin_tone:,🧔🏻,person,"['bearded', 'person']"
441,:bearded_person_medium-dark_skin_tone:,🧔🏾,person,"['bearded', 'person']"
442,:bearded_person_medium-light_skin_tone:,🧔🏼,person,"['bearded', 'person']"
443,:bearded_person_medium_skin_tone:,🧔🏽,person,"['bearded', 'person']"
444,:beating_heart:,💓,mood,"['beating', 'heart']"
445,:bed:,🛏,time,['bed']
446,:beer_mug:,🍺,person,"['beer', 'mug']"
447,:bell:,🔔,time,['bell']
448,:bell_with_slash:,🔕,time,"['bell', 'with', 'slash']"
449,:bellhop_bell:,🛎,time,"['bellhop', 'bell']"
450,:bento_box:,🍱,person,"['bento', 'box']"
451,:bicycle:,🚲,person,['bicycle']
452,:bikini:,👙,thing,['bikini']
453,:billed_cap:,🧢,place,"['billed', 'cap']"
454,:biohazard:,☣,person,['biohazard']
455,:bird:,🐦,person,['bird']
456,:birthday_cake:,🎂,time,"['birthday', 'cake']"
457,:black_circle:,⚫,time,"['black', 'circle']"
458,:black_flag:,🏴,place,"['black', 'flag']"
459,:black_heart:,🖤,mood,"['black', 'heart']"
460,:black_large_square:,⬛,person,"['black', 'large', 'square']"
461,:black_medium-small_square:,◾,person,"['black', 'medium', 'small', 'square']"
462,:black_medium_square:,◼,person,"['black', 'medium', 'square']"
463,:black_nib:,✒,person,"['black', 'nib']"
464,:black_small_square:,▪,person,"['black', 'small', 'square']"
465,:black_square_button:,🔲,person,"['black', 'square', 'button']"
466,:blond-haired_man:,👱‍♂️,thing,"['blond', 'haired', 'man']"
467,:blond-haired_man_dark_skin_tone:,👱🏿‍♂️,thing,"['blond', 'haired', 'man']"
468,:blond-haired_man_light_skin_tone:,👱🏻‍♂️,thing,"['blond', 'haired', 'man']"
469,:blond-haired_man_medium-dark_skin_tone:,👱🏾‍♂️,thing,"['blond', 'haired', 'man']"
470,:blond-haired_man_medium-light_skin_tone:,👱🏼‍♂️,thing,"['blond', 'haired', 'man']"
471,:blond-haired_man_medium_skin_tone:,👱🏽‍♂️,thing,"['blond', 'haired', 'man']"
472,:blond-haired_person:,👱,person,"['blond', 'haired', 'person']"
473,:blond-haired_person_dark_skin_tone:,👱🏿,person,"['blond', 'haired', 'person']"
474,:blond-haired_person_light_skin_tone:,👱🏻,person,"['blond', 'haired', 'person']"
475,:blond-haired_person_medium-dark_skin_tone:,👱🏾,person,"['blond', 'haired', 'person']"
476,:blond-haired_person_medium-light_skin_tone:,👱🏼,person,"['blond', 'haired', 'person']"
477,:blond-haired_person_medium_skin_tone:,👱🏽,person,"['blond', 'haired', 'person']"
478,:blond-haired_woman:,👱‍♀️,person,"['blond', 'haired', 'woman']"
479,:blond-haired_woman_dark_skin_tone:,👱🏿‍♀️,person,"['blond', 'haired', 'woman']"
480,:blond-haired_woman_light_skin_tone:,👱🏻‍♀️,person,"['blond', 'haired', 'woman']"
481,:blond-haired_woman_medium-dark_skin_tone:,👱🏾‍♀️,person,"['blond', 'haired', 'woman']"
482,:blond-haired_woman_medium-light_skin_tone:,👱🏼‍♀️,person,"['blond', 'haired', 'woman']"
483,:blond-haired_woman_medium_skin_tone:,👱🏽‍♀️,person,"['blond', 'haired', 'woman']"
484,:blossom:,🌼,place,['blossom']
485,:blowfish:,🐡,thing,['blowfish']
486,:blue_book:,📘,thing,"['blue', 'book']"
487,:blue_circle:,🔵,time,"['blue', 'circle']"
488,:blue_heart:,💙,mood,"['blue', 'heart']"
489,:boar:,🐗,person,['boar']
490,:bomb:,💣,person,['bomb']
491,:bone:,🦴,thing,['bone']
492,:bookmark:,🔖,place,['bookmark']
493,:bookmark_tabs:,📑,place,"['bookmark', 'tabs']"
494,:books:,📚,time,['books']
495,:bottle_with_popping_cork:,🍾,thing,"['bottle', 'with', 'popping', 'cork']"
496,:bouquet:,💐,mood,['bouquet']
497,:bow_and_arrow:,🏹,person,"['bow', 'and', 'arrow']"
498,:bowl_with_spoon:,🥣,person,"['bowl', 'with', 'spoon']"
499,:bowling:,🎳,mood,['bowling']
500,:boxing_glove:,🥊,thing,"['boxing', 'glove']"
501,:boy:,👦,person,['boy']
502,:boy_dark_skin_tone:,👦🏿,person,['boy']
503,:boy_light_skin_tone:,👦🏻,person,['boy']
504,:boy_medium-dark_skin_tone:,👦🏾,person,['boy']
505,:boy_medium-light_skin_tone:,👦🏼,person,['boy']
506,:boy_medium_skin_tone:,👦🏽,person,['boy']
507,:brain:,🧠,person,['brain']
508,:bread:,🍞,thing,['bread']
509,:breast-feeding:,🤱,activity,"['breast', 'feeding']"
510,:breast-feeding_dark_skin_tone:,🤱🏿,activity,"['breast', 'feeding']"
511,:breast-feeding_light_skin_tone:,🤱🏻,activity,"['breast', 'feeding']"
512,:breast-feeding_medium-dark_skin_tone:,🤱🏾,activity,"['breast', 'feeding']"
513,:breast-feeding_medium-light_skin_tone:,🤱🏼,activity,"['breast', 'feeding']"
514,:breast-feeding_medium_skin_tone:,🤱🏽,activity,"['breast', 'feeding']"
515,:brick:,🧱,activity,['brick']
516,:bride_with_veil:,👰,person,"['bride', 'with', 'veil']"
517,:bride_with_veil_dark_skin_tone:,👰🏿,person,"['bride', 'with', 'veil']"
518,:bride_with_veil_light_skin_tone:,👰🏻,person,"['bride', 'with', 'veil']"
519,:bride_with_veil_medium-dark_skin_tone:,👰🏾,person,"['bride', 'with', 'veil']"
520,:bride_with_veil_medium-light_skin_tone:,👰🏼,person,"['bride', 'with', 'veil']"
521,:bride_with_veil_medium_skin_tone:,👰🏽,person,"['bride', 'with', 'veil']"
522,:bridge_at_night:,🌉,place,"['bridge', 'at', 'night']"
523,:briefcase:,💼,person,['briefcase']
524,:bright_button:,🔆,thing,"['bright', 'button']"
525,:broccoli:,🥦,thing,['broccoli']
526,:broken_heart:,💔,mood,"['broken', 'heart']"
527,:broom:,🧹,thing,['broom']
528,:bug:,🐛,thing,['bug']
529,:building_construction:,🏗,activity,"['building', 'construction']"
530,:bullet_train:,🚅,person,"['bullet', 'train']"
531,:burrito:,🌯,person,['burrito']
532,:bus:,🚌,person,['bus']
533,:bus_stop:,🚏,time,"['bus', 'stop']"
534,:bust_in_silhouette:,👤,thing,"['bust', 'in', 'silhouette']"
535,:busts_in_silhouette:,👥,thing,"['busts', 'in', 'silhouette']"
536,:butterfly:,🦋,place,['butterfly']
537,:cactus:,🌵,thing,['cactus']
538,:calendar:,📆,time,['calendar']
539,:call_me_hand:,🤙,thing,"['call', 'me', 'hand']"
540,:call_me_hand_dark_skin_tone:,🤙🏿,thing,"['call', 'me', 'hand']"
541,:call_me_hand_light_skin_tone:,🤙🏻,thing,"['call', 'me', 'hand']"
542,:call_me_hand_medium-dark_skin_tone:,🤙🏾,thing,"['call', 'me', 'hand']"
543,:call_me_hand_medium-light_skin_tone:,🤙🏼,thing,"['call', 'me', 'hand']"
544,:call_me_hand_medium_skin_tone:,🤙🏽,thing,"['call', 'me', 'hand']"
545,:camel:,🐫,thing,['camel']
546,:camera:,📷,person,['camera']
547,:camera_with_flash:,📸,person,"['camera', 'with', 'flash']"
548,:camping:,🏕,place,['camping']
549,:candle:,🕯,person,['candle']
550,:candy:,🍬,activity,['candy']
551,:canned_food:,🥫,thing,"['canned', 'food']"
552,:canoe:,🛶,place,['canoe']
553,:card_file_box:,🗃,person,"['card', 'file', 'box']"
554,:card_index:,📇,activity,"['card', 'index']"
555,:card_index_dividers:,🗂,activity,"['card', 'index', 'dividers']"
556,:carousel_horse:,🎠,thing,"['carousel', 'horse']"
557,:carp_streamer:,🎏,thing,"['carp', 'streamer']"
558,:carrot:,🥕,thing,['carrot']
559,:castle:,🏰,place,['castle']
560,:cat:,🐱,person,['cat']
561,:cat_face:,🐱,person,"['cat', 'face']"
562,:cat_face_with_tears_of_joy:,😹,thing,"['cat', 'face', 'with', 'tears', 'of', 'joy']"
563,:cat_face_with_wry_smile:,😼,mood,"['cat', 'face', 'with', 'wry', 'smile']"
564,:chains:,⛓,thing,['chains']
565,:chart_decreasing:,📉,activity,"['chart', 'decreasing']"
566,:chart_increasing:,📈,activity,"['chart', 'increasing']"
567,:chart_increasing_with_yen:,💹,activity,"['chart', 'increasing', 'with', 'yen']"
568,:cheese_wedge:,🧀,thing,"['cheese', 'wedge']"
569,:chequered_flag:,🏁,place,"['chequered', 'flag']"
570,:cherries:,🍒,activity,['cherries']
571,:cherry_blossom:,🌸,place,"['cherry', 'blossom']"
572,:chess_pawn:,♟,person,"['chess', 'pawn']"
573,:chestnut:,🌰,thing,['chestnut']
574,:chicken:,🐔,person,['chicken']
575,:child:,🧒,person,['child']
576,:child_dark_skin_tone:,🧒🏿,person,['child']
577,:child_light_skin_tone:,🧒🏻,person,['child']
578,:child_medium-dark_skin_tone:,🧒🏾,person,['child']
579,:child_medium-light_skin_tone:,🧒🏼,person,['child']
580,:child_medium_skin_tone:,🧒🏽,person,['child']
581,:children_crossing:,🚸,person,"['children', 'crossing']"
582,:chipmunk:,🐿,person,['chipmunk']
583,:chocolate_bar:,🍫,mood,"['chocolate', 'bar']"
584,:chopsticks:,🥢,person,['chopsticks']
585,:church:,⛪,person,['church']
586,:cigarette:,🚬,mood,['cigarette']
587,:cinema:,🎦,person,['cinema']
588,:circled_M:,Ⓜ,activity,"['circled', 'M']"
589,:circus_tent:,🎪,thing,"['circus', 'tent']"
590,:cityscape:,🏙,mood,['cityscape']
591,:cityscape_at_dusk:,🌆,mood,"['cityscape', 'at', 'dusk']"
592,:clamp:,🗜,activity,['clamp']
593,:clapper_board:,🎬,thing,"['clapper', 'board']"
594,:clapping_hands:,👏,mood,"['clapping', 'hands']"
595,:clapping_hands_dark_skin_tone:,👏🏿,mood,"['clapping', 'hands']"
596,:clapping_hands_light_skin_tone:,👏🏻,mood,"['clapping', 'hands']"
597,:clapping_hands_medium-dark_skin_tone:,👏🏾,mood,"['clapping', 'hands']"
598,:clapping_hands_medium-light_skin_tone:,👏🏼,mood,"['clapping', 'hands']"
599,:clapping_hands_medium_skin_tone:,👏🏽,mood,"['clapping', 'hands']"
600,:classical_building:,🏛,place,"['classical', 'building']"
601,:clinking_beer_mugs:,🍻,mood,"['clinking', 'beer', 'mugs']"
602,:clinking_glasses:,🥂,mood,"['clinking', 'glasses']"
603,:clipboard:,📋,person,['clipboard']
604,:clockwise_vertical_arrows:,🔃,thing,"['clockwise', 'vertical', 'arrows']"
605,:closed_book:,📕,place,"['closed', 'book']"
606,:closed_mailbox_with_lowered_flag:,📪,place,"['closed', 'mailbox', 'with', 'lowered', 'flag']"
607,:closed_mailbox_with_raised_flag:,📫,place,"['closed', 'mailbox', 'with', 'raised', 'flag']"
608,:closed_umbrella:,🌂,place,"['closed', 'umbrella']"
609,:cloud:,☁,mood,['cloud']
610,:cloud_with_lightning:,🌩,time,"['cloud', 'with', 'lightning']"
611,:cloud_with_lightning_and_rain:,⛈,mood,"['cloud', 'with', 'lightning', 'and', 'rain']"
612,:cloud_with_rain:,🌧,mood,"['cloud', 'with', 'rain']"
613,:cloud_with_snow:,🌨,mood,"['cloud', 'with', 'snow']"
614,:clown_face:,🤡,person,"['clown', 'face']"
615,:club_suit:,♣,thing,"['club', 'suit']"
616,:clutch_bag:,👝,thing,"['clutch', 'bag']"
617,:coat:,🧥,mood,['coat']
618,:cocktail_glass:,🍸,mood,"['cocktail', 'glass']"
619,:coconut:,🥥,person,['coconut']
620,:coffin:,⚰,thing,['coffin']
621,:cold_face:,🥶,mood,"['cold', 'face']"
622,:collision:,💥,thing,['collision']
623,:comet:,☄,person,['comet']
624,:compass:,🧭,thing,['compass']
625,:computer_disk:,💽,time,"['computer', 'disk']"
626,:computer_mouse:,🖱,activity,"['computer', 'mouse']"
627,:confetti_ball:,🎊,thing,"['confetti', 'ball']"
628,:confounded_face:,😖,mood,"['confounded', 'face']"
629,:confused_face:,😕,mood,"['confused', 'face']"
630,:construction:,🚧,activity,['construction']
631,:construction_worker:,👷,person,"['construction', 'worker']"
632,:construction_worker_dark_skin_tone:,👷🏿,person,"['construction', 'worker']"
633,:construction_worker_light_skin_tone:,👷🏻,person,"['construction', 'worker']"
634,:construction_worker_medium-dark_skin_tone:,👷🏾,person,"['construction', 'worker']"
635,:construction_worker_medium-light_skin_tone:,👷🏼,person,"['construction', 'worker']"
636,:construction_worker_medium_skin_tone:,👷🏽,person,"['construction', 'worker']"
637,:control_knobs:,🎛,thing,"['control', 'knobs']"
638,:convenience_store:,🏪,time,"['convenience', 'store']"
639,:cooked_rice:,🍚,thing,"['cooked', 'rice']"
640,:cookie:,🍪,person,['cookie']
641,:cooking:,🍳,time,['cooking']
642,:copyright:,©,time,['copyright']
643,:couch_and_lamp:,🛋,person,"['couch', 'and', 'lamp']"
644,:counterclockwise_arrows_button:,🔄,person,"['counterclockwise', 'arrows', 'button']"
645,:couple_with_heart:,💑,mood,"['couple', 'with', 'heart']"
646,:couple_with_heart_man_man:,👨‍❤️‍👨,mood,"['couple', 'with', 'heart', 'man', 'man']"
647,:couple_with_heart_woman_man:,👩‍❤️‍👨,mood,"['couple', 'with', 'heart', 'woman', 'man']"
648,:couple_with_heart_woman_woman:,👩‍❤️‍👩,mood,"['couple', 'with', 'heart', 'woman', 'woman']"
649,:cow:,🐮,person,['cow']
650,:cow_face:,🐮,person,"['cow', 'face']"
651,:cowboy_hat_face:,🤠,thing,"['cowboy', 'hat', 'face']"
652,:crab:,🦀,mood,['crab']
653,:crayon:,🖍,person,['crayon']
654,:credit_card:,💳,time,"['credit', 'card']"
655,:crescent_moon:,🌙,time,"['crescent', 'moon']"
656,:cricket:,🦗,activity,['cricket']
657,:cricket_game:,🏏,thing,"['cricket', 'game']"
658,:crocodile:,🐊,person,['crocodile']
659,:croissant:,🥐,person,['croissant']
660,:cross_mark:,❌,time,"['cross', 'mark']"
661,:cross_mark_button:,❎,time,"['cross', 'mark', 'button']"
662,:crossed_fingers:,🤞,time,"['crossed', 'fingers']"
663,:crossed_fingers_dark_skin_tone:,🤞🏿,time,"['crossed', 'fingers']"
664,:crossed_fingers_light_skin_tone:,🤞🏻,time,"['crossed', 'fingers']"
665,:crossed_fingers_medium-dark_skin_tone:,🤞🏾,time,"['crossed', 'fingers']"
666,:crossed_fingers_medium-light_skin_tone:,🤞🏼,time,"['crossed', 'fingers']"
667,:crossed_fingers_medium_skin_tone:,🤞🏽,time,"['crossed', 'fingers']"
668,:crossed_flags:,🎌,place,"['crossed', 'flags']"
669,:crossed_swords:,⚔,time,"['crossed', 'swords']"
670,:crown:,👑,place,['crown']
671,:crying_cat_face:,😿,thing,"['crying', 'cat', 'face']"
672,:crying_face:,😢,thing,"['crying', 'face']"
673,:crystal_ball:,🔮,thing,"['crystal', 'ball']"
674,:cucumber:,🥒,thing,['cucumber']
675,:cupcake:,🧁,thing,['cupcake']
676,:cup_with_straw:,🥤,place,"['cup', 'with', 'straw']"
677,:curling_stone:,🥌,thing,"['curling', 'stone']"
678,:curly_hair:,🦱,thing,"['curly', 'hair']"
679,:curly-haired_man:,👨‍🦱,thing,"['curly', 'haired', 'man']"
680,:curly-haired_woman:,👩‍🦱,person,"['curly', 'haired', 'woman']"
681,:curly_loop:,➰,thing,"['curly', 'loop']"
682,:currency_exchange:,💱,time,"['currency', 'exchange']"
683,:curry_rice:,🍛,mood,"['curry', 'rice']"
684,:custard:,🍮,person,['custard']
685,:customs:,🛃,mood,['customs']
686,:cut_of_meat:,🥩,time,"['cut', 'of', 'meat']"
687,:cyclone:,🌀,person,['cyclone']
688,:dagger:,🗡,thing,['dagger']
689,:dango:,🍡,mood,['dango']
690,:dashing_away:,💨,mood,"['dashing', 'away']"
691,:deciduous_tree:,🌳,person,"['deciduous', 'tree']"
692,:deer:,🦌,person,['deer']
693,:delivery_truck:,🚚,person,"['delivery', 'truck']"
694,:department_store:,🏬,person,"['department', 'store']"
695,:derelict_house:,🏚,place,"['derelict', 'house']"
696,:desert:,🏜,time,['desert']
697,:desert_island:,🏝,thing,"['desert', 'island']"
698,:desktop_computer:,🖥,person,"['desktop', 'computer']"
699,:detective:,🕵,person,['detective']
700,:detective_dark_skin_tone:,🕵🏿,person,['detective']
701,:detective_light_skin_tone:,🕵🏻,person,['detective']
702,:detective_medium-dark_skin_tone:,🕵🏾,person,['detective']
703,:detective_medium-light_skin_tone:,🕵🏼,person,['detective']
704,:detective_medium_skin_tone:,🕵🏽,person,['detective']
705,:diamond_suit:,♦,mood,"['diamond', 'suit']"
706,:diamond_with_a_dot:,💠,place,"['diamond', 'with', 'a', 'dot']"
707,:dim_button:,🔅,mood,"['dim', 'button']"
708,:direct_hit:,🎯,time,"['direct', 'hit']"
709,:disappointed_face:,😞,mood,"['disappointed', 'face']"
710,:dizzy:,💫,mood,['dizzy']
711,:dizzy_face:,😵,mood,"['dizzy', 'face']"
712,:dna:,🧬,activity,['dna']
713,:dog:,🐶,person,['dog']
714,:dog_face:,🐶,person,"['dog', 'face']"
715,:dollar_banknote:,💵,person,"['dollar', 'banknote']"
716,:dolphin:,🐬,person,['dolphin']
717,:door:,🚪,person,['door']
718,:dotted_six-pointed_star:,🔯,thing,"['dotted', 'six', 'pointed', 'star']"
719,:double_curly_loop:,➿,thing,"['double', 'curly', 'loop']"
720,:double_exclamation_mark:,‼,time,"['double', 'exclamation', 'mark']"
721,:doughnut:,🍩,thing,['doughnut']
722,:dove:,🕊,time,['dove']
723,:down-left_arrow:,↙,time,"['down', 'left', 'arrow']"
724,:down-right_arrow:,↘,thing,"['down', 'right', 'arrow']"
725,:down_arrow:,⬇,thing,"['down', 'arrow']"
726,:downcast_face_with_sweat:,😓,mood,"['downcast', 'face', 'with', 'sweat']"
727,:downwards_button:,🔽,thing,"['downwards', 'button']"
728,:dragon:,🐉,person,['dragon']
729,:dragon_face:,🐲,person,"['dragon', 'face']"
730,:dress:,👗,mood,['dress']
731,:drooling_face:,🤤,thing,"['drooling', 'face']"
732,:droplet:,💧,person,['droplet']
733,:drum:,🥁,thing,['drum']
734,:duck:,🦆,person,['duck']
735,:dumpling:,🥟,person,['dumpling']
736,:dvd:,📀,thing,['dvd']
737,:e-mail:,📧,activity,"['e', 'mail']"
738,:eagle:,🦅,person,['eagle']
739,:ear:,👂,thing,['ear']
740,:ear_dark_skin_tone:,👂🏿,thing,['ear']
741,:ear_light_skin_tone:,👂🏻,thing,['ear']
742,:ear_medium-dark_skin_tone:,👂🏾,thing,['ear']
743,:ear_medium-light_skin_tone:,👂🏼,thing,['ear']
744,:ear_medium_skin_tone:,👂🏽,thing,['ear']
745,:ear_of_corn:,🌽,thing,"['ear', 'of', 'corn']"
746,:egg:,🍳,thing,['egg']
747,:eggplant:,🍆,thing,['eggplant']
748,:eight-pointed_star:,✴,time,"['eight', 'pointed', 'star']"
749,:eight-spoked_asterisk:,✳,time,"['eight', 'spoked', 'asterisk']"
750,:eight-thirty:,🕣,time,"['eight', 'thirty']"
751,:eight_o’clock:,🕗,time,"['eight', 'o’clock']"
752,:eject_button:,⏏,thing,"['eject', 'button']"
753,:electric_plug:,🔌,place,"['electric', 'plug']"
754,:elephant:,🐘,person,['elephant']
755,:eleven-thirty:,🕦,time,"['eleven', 'thirty']"
756,:eleven_o’clock:,🕚,time,"['eleven', 'o’clock']"
757,:elf:,🧝,person,['elf']
758,:elf_dark_skin_tone:,🧝🏿,person,['elf']
759,:elf_light_skin_tone:,🧝🏻,person,['elf']
760,:elf_medium-dark_skin_tone:,🧝🏾,person,['elf']
761,:elf_medium-light_skin_tone:,🧝🏼,person,['elf']
762,:elf_medium_skin_tone:,🧝🏽,person,['elf']
763,:envelope:,✉,person,['envelope']
764,:envelope_with_arrow:,📩,person,"['envelope', 'with', 'arrow']"
765,:euro_banknote:,💶,person,"['euro', 'banknote']"
766,:evergreen_tree:,🌲,thing,"['evergreen', 'tree']"
767,:ewe:,🐑,person,['ewe']
768,:exclamation_mark:,❗,mood,"['exclamation', 'mark']"
769,:exclamation_question_mark:,⁉,thing,"['exclamation', 'question', 'mark']"
770,:exploding_head:,🤯,thing,"['exploding', 'head']"
771,:expressionless_face:,😑,mood,"['expressionless', 'face']"
772,:eye:,👁,thing,['eye']
773,:eye_in_speech_bubble:,👁️‍🗨️,thing,"['eye', 'in', 'speech', 'bubble']"
774,:eyes:,👀,mood,['eyes']
775,:face_blowing_a_kiss:,😘,thing,"['face', 'blowing', 'a', 'kiss']"
776,:face_savoring_food:,😋,mood,"['face', 'savoring', 'food']"
777,:face_screaming_in_fear:,😱,thing,"['face', 'screaming', 'in', 'fear']"
778,:face_vomiting:,🤮,mood,"['face', 'vomiting']"
779,:face_with_hand_over_mouth:,🤭,time,"['face', 'with', 'hand', 'over', 'mouth']"
780,:face_with_head-bandage:,🤕,thing,"['face', 'with', 'head', 'bandage']"
781,:face_with_medical_mask:,😷,person,"['face', 'with', 'medical', 'mask']"
782,:face_with_monocle:,🧐,mood,"['face', 'with', 'monocle']"
783,:face_with_open_mouth:,😮,place,"['face', 'with', 'open', 'mouth']"
784,:face_with_raised_eyebrow:,🤨,mood,"['face', 'with', 'raised', 'eyebrow']"
785,:face_with_rolling_eyes:,🙄,mood,"['face', 'with', 'rolling', 'eyes']"
786,:face_with_steam_from_nose:,😤,time,"['face', 'with', 'steam', 'from', 'nose']"
787,:face_with_symbols_on_mouth:,🤬,thing,"['face', 'with', 'symbols', 'on', 'mouth']"
788,:face_with_tears_of_joy:,😂,time,"['face', 'with', 'tears', 'of', 'joy']"
789,:face_with_thermometer:,🤒,mood,"['face', 'with', 'thermometer']"
790,:face_with_tongue:,😛,mood,"['face', 'with', 'tongue']"
791,:face_without_mouth:,😶,thing,"['face', 'without', 'mouth']"
792,:factory:,🏭,activity,['factory']
793,:fairy:,🧚,person,['fairy']
794,:fairy_dark_skin_tone:,🧚🏿,person,['fairy']
795,:fairy_light_skin_tone:,🧚🏻,person,['fairy']
796,:fairy_medium-dark_skin_tone:,🧚🏾,person,['fairy']
797,:fairy_medium-light_skin_tone:,🧚🏼,person,['fairy']
798,:fairy_medium_skin_tone:,🧚🏽,person,['fairy']
799,:fallen_leaf:,🍂,time,"['fallen', 'leaf']"
800,:family:,👪,person,['family']
801,:family_man_boy:,👨‍👦,person,"['family', 'man', 'boy']"
802,:family_man_boy_boy:,👨‍👦‍👦,person,"['family', 'man', 'boy', 'boy']"
803,:family_man_girl:,👨‍👧,person,"['family', 'man', 'girl']"
804,:family_man_girl_boy:,👨‍👧‍👦,person,"['family', 'man', 'girl', 'boy']"
805,:family_man_girl_girl:,👨‍👧‍👧,person,"['family', 'man', 'girl', 'girl']"
